"";"Site";"Site_short";"Altitude";"Horizon";"Zone_echantillonage";"rep_pcr";"EXTRACTION.CODE";"Milieu";"Code_plot";"X";"Gradient";"Carbon";"Nitrogen";"pH";"Organic_matter_2mm";"EEA_AG";"EEA_BG";"EEA_CB";"EEA_LAP";"EEA_XYL";"EEA_PHOS";"EEA_NAG";"Environment";"Alt_groups";"sample";"category";"site";"chlorophyceae_part";"dist_barycenter"
"CHA28_b";"CHAMROUSSE";"CHA";2020;"SOL";"A";28;"CHA28";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA28_b";"sample";"CHA";0,00343574868343237;0,532293283718657
"CHA28_c";"CHAMROUSSE";"CHA";2020;"SOL";"A";28;"CHA28";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA28_c";"sample";"CHA";0,0353587528174305;0,398570709129901
"CHA29_a";"CHAMROUSSE";"CHA";2020;"SOL";"B";29;"CHA29";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA29_a";"sample";"CHA";0,0383723515771418;0,617192206540123
"CHA29_b";"CHAMROUSSE";"CHA";2020;"SOL";"B";29;"CHA29";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA29_b";"sample";"CHA";0,0222378689197911;0,420963314076487
"CHA30_a";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_a";"sample";"CHA";0,0484609841465925;0,567217316245663
"CHA30_b";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_b";"sample";"CHA";0,0385004496402878;0,431015904220365
"CHA30_c";"CHAMROUSSE";"CHA";2020;"SOL";"C";30;"CHA30";"Milieu ouvert";"CHA_2020_SOL";22;"CHA";8,57298215266667;0,622007429333333;5,59;17,2047546;71,69;1108,90333333333;174,466666666667;225,296666666667;268,736666666667;5627,50666666667;577,5;"Milieu ouvert";2500;"CHA30_c";"sample";"CHA";0,0567685589519651;0,380511546876827
"CHA31_a";"CHAMROUSSE";"CHA";2180;"LIT";"A";31;"CHA31";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA31_a";"sample";"CHA";0,100109284367532;0,417539355458387
"CHA31_b";"CHAMROUSSE";"CHA";2180;"LIT";"A";31;"CHA31";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA31_b";"sample";"CHA";0,183852679142333;0,368614137533867
"CHA31_c";"CHAMROUSSE";"CHA";2180;"LIT";"A";31;"CHA31";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA31_c";"sample";"CHA";0,0520803849419757;0,384215779540744
"CHA32_a";"CHAMROUSSE";"CHA";2180;"LIT";"B";32;"CHA32";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA32_a";"sample";"CHA";0,187749066844582;0,597344013716063
"CHA32_b";"CHAMROUSSE";"CHA";2180;"LIT";"B";32;"CHA32";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA32_b";"sample";"CHA";0,172279691996578;0,35490714666126
"CHA32_c";"CHAMROUSSE";"CHA";2180;"LIT";"B";32;"CHA32";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA32_c";"sample";"CHA";0,0575768197219301;0,466024329622
"CHA33_a";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_a";"sample";"CHA";0,166739606126915;0,419276724534457
"CHA33_b";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_b";"sample";"CHA";0,0691311842153519;0,333146066840076
"CHA33_c";"CHAMROUSSE";"CHA";2180;"LIT";"C";33;"CHA33";"Milieu ouvert";"CHA_2180_LIT";23;"CHA";5,959133307;0,452783982;6,27333333333333;11,3288105373333;113,296666666667;1339,25666666667;344,413333333333;438,513333333333;295,99;3358,59333333333;396,286666666667;"Milieu ouvert";2500;"CHA33_c";"sample";"CHA";0,0655846377555385;0,283783049280439
"CHA34_a";"CHAMROUSSE";"CHA";2180;"SOL";"A";34;"CHA34";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA34_a";"sample";"CHA";0,11036036036036;0,458997864664088
"CHA34_b";"CHAMROUSSE";"CHA";2180;"SOL";"A";34;"CHA34";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA34_b";"sample";"CHA";0,0395503746877602;0,483471576379673
"CHA34_c";"CHAMROUSSE";"CHA";2180;"SOL";"A";34;"CHA34";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA34_c";"sample";"CHA";0,0658641738165365;0,417966659433103
"CHA35_a";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_a";"sample";"CHA";0,0502540937323546;0,516572562357858
"CHA35_b";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_b";"sample";"CHA";0,139214476660498;0,540458895430344
"CHA35_c";"CHAMROUSSE";"CHA";2180;"SOL";"B";35;"CHA35";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA35_c";"sample";"CHA";0,0642291116363131;0,485531000684384
"CHA36_a";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_a";"sample";"CHA";0,211904761904762;0,40057087175007
"CHA36_b";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_b";"sample";"CHA";0,128032928942808;0,331144013756157
"CHA36_c";"CHAMROUSSE";"CHA";2180;"SOL";"C";36;"CHA36";"Milieu ouvert";"CHA_2180_SOL";24;"CHA";4,853587707;0,381557007666667;6,23333333333333;10,8032137686667;114,66;1029,01666666667;226,936666666667;436,653333333333;255,68;2864,73666666667;328,756666666667;"Milieu ouvert";2500;"CHA36_c";"sample";"CHA";0,0630167986769954;0,383284690798124
"LOR13_b";"LORIAZ";"LOR";1800;"LIT";"A";13;"LOR13";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR13_b";"sample";"LOR";0,0699815837937385;0,645625773590378
"LOR14_a";"LORIAZ";"LOR";1800;"LIT";"B";14;"LOR14";"Milieu forestier";"LOR_1800_LIT";29;"LOR";18,3329114933333;0,981434663333333;3,895;31,64911658;110,423333333333;3341,53333333333;578,37;214,543333333333;1165,95333333333;16283,13;1400,88;"Milieu forestier";2000;"LOR14_a";"sample";"LOR";0,0915873424234628;0,792251217295175
"LOR18_a";"LORIAZ";"LOR";1800;"SOL";"C";18;"LOR18";"Milieu forestier";"LOR_1800_SOL";30;"LOR";7,40835475933333;0,402111282;4,18333333333333;15,0125086233333;28,8066666666667;944,056666666667;115,12;134,313333333333;500,013333333333;5417,16666666667;357,8;"Milieu forestier";2000;"LOR18_a";"sample";"LOR";0,0167396745932416;0,581982295846073
"LOR19_a";"LORIAZ";"LOR";1930;"LIT";"A";19;"LOR19";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR19_a";"sample";"LOR";0,0471688725246293;0,625576558062381
"LOR19_b";"LORIAZ";"LOR";1930;"LIT";"A";19;"LOR19";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR19_b";"sample";"LOR";0,105313092979127;0,591545785840282
"LOR19_c";"LORIAZ";"LOR";1930;"LIT";"A";19;"LOR19";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR19_c";"sample";"LOR";0,0802919708029197;0,59864035936206
"LOR20_a";"LORIAZ";"LOR";1930;"LIT";"B";20;"LOR20";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR20_a";"sample";"LOR";0,00617639361423711;0,491131301265479
"LOR20_b";"LORIAZ";"LOR";1930;"LIT";"B";20;"LOR20";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR20_b";"sample";"LOR";0,0898102600140548;0,424349674396942
"LOR20_c";"LORIAZ";"LOR";1930;"LIT";"B";20;"LOR20";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR20_c";"sample";"LOR";0,23551705468327;0,478683624409035
"LOR21_a";"LORIAZ";"LOR";1930;"LIT";"C";21;"LOR21";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR21_a";"sample";"LOR";0,147818952550253;0,294549995972013
"LOR21_c";"LORIAZ";"LOR";1930;"LIT";"C";21;"LOR21";"Milieu forestier";"LOR_1930_LIT";31;"LOR";16,8302831666667;0,996829947;4,79333333333333;33,40625935;285,763333333333;2866,21666666667;654,033333333333;473,18;1352,85;16775,3533333333;1275,77;"Milieu forestier";2000;"LOR21_c";"sample";"LOR";0,115085536547434;0,294549995972013
"LOR22_b";"LORIAZ";"LOR";1930;"SOL";"A";22;"LOR22";"Milieu forestier";"LOR_1930_SOL";32;"LOR";10,6073633833333;0,696049293;4,361;22,2556768133333;266,93;1284,75666666667;271,83;258,226666666667;833,4;11765,69;941,203333333333;"Milieu forestier";2000;"LOR22_b";"sample";"LOR";0,283018867924528;0,774928240009912
"LOR26_c";"LORIAZ";"LOR";2130;"LIT";"B";26;"LOR26";"Milieu ouvert";"LOR_2130_LIT";33;"LOR";22,2022075666667;1,19987587133333;3,9125;41,53612065;182,9;3291,41;822,276666666667;439,61;2132,48333333333;26838,14;887,576666666667;"Milieu ouvert";2500;"LOR26_c";"sample";"LOR";0,101160862354892;0,597294573758412
"LOR28_b";"LORIAZ";"LOR";2130;"SOL";"A";28;"LOR28";"Milieu ouvert";"LOR_2130_SOL";34;"LOR";9,76670122066667;0,539157172;4,48666666666667;18,99125444;32,0833333333333;881,966666666667;161,913333333333;144,926666666667;788,896666666667;10357,0966666667;301,113333333333;"Milieu ouvert";2500;"LOR28_b";"sample";"LOR";0,0544959128065395;0
"LOR31_b";"LORIAZ";"LOR";2330;"LIT";"A";31;"LOR31";"Milieu ouvert";"LOR_2330_LIT";35;"LOR";18,2472966466667;0,773326794333333;4,45666666666667;37,9462408533333;123,196666666667;2212,76;264,65;396,986666666667;578,493333333333;20747,0466666667;1430,19;"Milieu ouvert";2500;"LOR31_b";"sample";"LOR";0,0284090909090909;0,533354999459431
"LOR34_c";"LORIAZ";"LOR";2330;"SOL";"A";34;"LOR34";"Milieu ouvert";"LOR_2330_SOL";36;"LOR";9,10616143466667;0,417164301;3,805;18,8536344233333;50,62;1326,10333333333;224,6;136,076666666667;533,94;11767,8033333333;775,57;"Milieu ouvert";2500;"LOR34_c";"sample";"LOR";0,00192461908580593;0,556736113414711
"LOR35_c";"LORIAZ";"LOR";2330;"SOL";"B";35;"LOR35";"Milieu ouvert";"LOR_2330_SOL";36;"LOR";9,10616143466667;0,417164301;3,805;18,8536344233333;50,62;1326,10333333333;224,6;136,076666666667;533,94;11767,8033333333;775,57;"Milieu ouvert";2500;"LOR35_c";"sample";"LOR";0,0494944119212347;0,608835792105557
"RIS02_a";"RISTOLAS";"RIS";1900;"LIT";"B";2;"RIS02";"Milieu forestier";"RIS_1900_LIT";37;"RIS";7,01703770933333;0,353577922;5,90666666666667;13,36901974;113,296666666667;2054,09666666667;420,68;187,743333333333;353,373333333333;5998,34333333333;1558,53333333333;"Milieu forestier";2000;"RIS02_a";"sample";"RIS";0,015695067264574;0,664089770038266
"RIS07_a";"RISTOLAS";"RIS";2195;"LIT";"A";7;"RIS07";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS07_a";"sample";"RIS";0,0875576036866359;0,403488646491311
"RIS07_c";"RISTOLAS";"RIS";2195;"LIT";"A";7;"RIS07";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS07_c";"sample";"RIS";0,127016129032258;0,403488646491311
"RIS08_a";"RISTOLAS";"RIS";2195;"LIT";"B";8;"RIS08";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS08_a";"sample";"RIS";0,0743099787685775;0
"RIS09_a";"RISTOLAS";"RIS";2195;"LIT";"C";9;"RIS09";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS09_a";"sample";"RIS";0,0804275633042756;0,570882864338859
"RIS09_b";"RISTOLAS";"RIS";2195;"LIT";"C";9;"RIS09";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS09_b";"sample";"RIS";0,197807435653003;0,483858865168053
"RIS09_c";"RISTOLAS";"RIS";2195;"LIT";"C";9;"RIS09";"Milieu ouvert";"RIS_2195_LIT";39;"RIS";8,10067017866667;0,634405911;5,79666666666667;9,123747129;27,9633333333333;1938,96333333333;296,183333333333;283,243333333333;295,203333333333;2038,2;171,7;"Milieu ouvert";2500;"RIS09_c";"sample";"RIS";0,139197041732699;0,445691126422919
"RIS12_a";"RISTOLAS";"RIS";2195;"SOL";"C";12;"RIS12";"Milieu ouvert";"RIS_2195_SOL";40;"RIS";4,72883709266667;0,391102423333333;5,97;6,365548132;88,1166666666667;2453,73666666667;532,836666666667;374,023333333333;499,456666666667;3042,65666666667;509,266666666667;"Milieu ouvert";2500;"RIS12_a";"sample";"RIS";0,122376060741402;0,437808487448061
"RIS12_c";"RISTOLAS";"RIS";2195;"SOL";"C";12;"RIS12";"Milieu ouvert";"RIS_2195_SOL";40;"RIS";4,72883709266667;0,391102423333333;5,97;6,365548132;88,1166666666667;2453,73666666667;532,836666666667;374,023333333333;499,456666666667;3042,65666666667;509,266666666667;"Milieu ouvert";2500;"RIS12_c";"sample";"RIS";0,226006191950464;0,437808487448061
"RIS13_a";"RISTOLAS";"RIS";2340;"LIT";"A";13;"RIS13";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS13_a";"sample";"RIS";0,248397435897436;0,565550333181624
"RIS13_b";"RISTOLAS";"RIS";2340;"LIT";"A";13;"RIS13";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS13_b";"sample";"RIS";0,136168179646441;0,56072947088602
"RIS13_c";"RISTOLAS";"RIS";2340;"LIT";"A";13;"RIS13";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS13_c";"sample";"RIS";0,25891181988743;0,498354379545686
"RIS14_a";"RISTOLAS";"RIS";2340;"LIT";"B";14;"RIS14";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS14_a";"sample";"RIS";0,150490906164494;0,488905896969588
"RIS14_c";"RISTOLAS";"RIS";2340;"LIT";"B";14;"RIS14";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS14_c";"sample";"RIS";0,0716417910447761;0,488905896969588
"RIS15_a";"RISTOLAS";"RIS";2340;"LIT";"C";15;"RIS15";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS15_a";"sample";"RIS";0,333228072945449;0,470686982573296
"RIS15_b";"RISTOLAS";"RIS";2340;"LIT";"C";15;"RIS15";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS15_b";"sample";"RIS";0,221107927411652;0,514665421189624
"RIS15_c";"RISTOLAS";"RIS";2340;"LIT";"C";15;"RIS15";"Milieu ouvert";"RIS_2340_LIT";41;"RIS";9,020658811;0,697466671333333;5,97666666666667;12,1838404233333;37,1633333333333;2204,20666666667;527,21;418,433333333333;489,27;5626,89;1031,94666666667;"Milieu ouvert";2500;"RIS15_c";"sample";"RIS";0,230635234003019;0,531303792548285
"RIS18_a";"RISTOLAS";"RIS";2340;"SOL";"C";18;"RIS18";"Milieu ouvert";"RIS_2340_SOL";42;"RIS";4,75469748166667;0,418268452;5,6925;8,94785199766667;54,9966666666667;1141,35666666667;259,69;345,786666666667;281,523333333333;4389,02333333333;795,67;"Milieu ouvert";2500;"RIS18_a";"sample";"RIS";0,0498470397696599;0,613595505788445
"RIS18_c";"RISTOLAS";"RIS";2340;"SOL";"C";18;"RIS18";"Milieu ouvert";"RIS_2340_SOL";42;"RIS";4,75469748166667;0,418268452;5,6925;8,94785199766667;54,9966666666667;1141,35666666667;259,69;345,786666666667;281,523333333333;4389,02333333333;795,67;"Milieu ouvert";2500;"RIS18_c";"sample";"RIS";0,358913813459268;0,613595505788445
"RIS19_a";"RISTOLAS";"RIS";2570;"LIT";"A";19;"RIS19";"Milieu ouvert";"RIS_2570_LIT";43;"RIS";4,00923939533333;0,308127308666667;5,205;6,765660513;48,4666666666667;2011,76333333333;537,206666666667;150,346666666667;532,21;3120,81333333333;395,453333333333;"Milieu ouvert";3000;"RIS19_a";"sample";"RIS";0,217513017188287;0,521114492606524
"RIS19_c";"RISTOLAS";"RIS";2570;"LIT";"A";19;"RIS19";"Milieu ouvert";"RIS_2570_LIT";43;"RIS";4,00923939533333;0,308127308666667;5,205;6,765660513;48,4666666666667;2011,76333333333;537,206666666667;150,346666666667;532,21;3120,81333333333;395,453333333333;"Milieu ouvert";3000;"RIS19_c";"sample";"RIS";0,135986733001658;0,521114492606524
"RIS20_a";"RISTOLAS";"RIS";2570;"LIT";"B";20;"RIS20";"Milieu ouvert";"RIS_2570_LIT";43;"RIS";4,00923939533333;0,308127308666667;5,205;6,765660513;48,4666666666667;2011,76333333333;537,206666666667;150,346666666667;532,21;3120,81333333333;395,453333333333;"Milieu ouvert";3000;"RIS20_a";"sample";"RIS";0,162531017369727;0,415732082296331
